greenhouse_id,crop_type,variety,planting_date,harvest_date,days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,soil_pH,yield_kg_per_m2
5.0,Lettuce,Romaine,2023-09-09,2023-10-16,37.0,16.9,15.8,18.5,66.8,906.0,35662.0,12.7,6.4,81.0,31.0,140.0,1.3,6.9,5.37
5.0,Cucumber,English,2023-01-08,2023-03-12,63.0,23.4,22.1,24.6,81.0,925.0,22326.0,10.0,6.7,191.0,90.0,175.0,1.3,6.1,10.85
2.0,Pepper,Bell,2023-03-25,2023-06-25,92.0,29.1,27.7,30.6,60.8,861.0,30800.0,12.3,6.9,126.0,65.0,123.0,1.1,7.5,11.11
2.0,Lettuce,Iceberg,2023-04-08,2023-05-20,42.0,18.0,16.3,20.0,82.4,774.0,39115.0,13.2,7.4,116.0,70.0,89.0,2.1,6.1,5.77
1.0,Lettuce,Butterhead,2023-12-03,2024-01-11,39.0,17.0,15.5,20.1,71.8,793.0,25126.0,10.0,4.2,130.0,46.0,144.0,1.8,6.4,7.18
3.0,Tomato,Heirloom,2023-12-30,2024-03-20,81.0,24.5,22.4,26.8,79.9,952.0,15542.0,10.0,10.3,173.0,67.0,198.0,1.7,6.6,7.73
4.0,Tomato,Beefsteak,2023-10-12,2023-12-30,79.0,26.3,25.2,27.5,67.4,1029.0,26186.0,10.5,7.8,240.0,62.0,234.0,1.8,6.4,17.71
3.0,Tomato,Beefsteak,2023-09-20,2023-11-27,68.0,24.0,22.8,26.6,83.9,779.0,33958.0,12.0,8.8,241.0,114.0,185.0,1.5,7.5,13.82
5.0,Tomato,Roma,2023-05-06,2023-07-10,65.0,24.8,23.3,26.1,62.2,570.0,40419.0,14.8,8.6,164.0,99.0,197.0,3.9,,17.04
3.0,Tomato,Heirloom,2023-04-21,2023-07-02,72.0,24.0,22.4,26.2,65.8,939.0,35156.0,14.0,6.0,198.0,104.0,175.0,1.9,6.8,25.55
4.0,Cucumber,Pickling,2023-08-16,2023-10-10,55.0,21.1,19.7,22.5,86.6,787.0,30846.0,14.2,4.8,136.0,66.0,122.0,,,11.78
3.0,Lettuce,Leaf,2023-03-20,2023-04-19,30.0,18.9,17.6,20.8,61.3,849.0,26137.0,11.9,2.5,81.0,41.0,90.0,1.5,6.4,7.76
2.0,Cucumber,Pickling,2023-08-10,2023-10-17,68.0,25.0,21.9,26.6,87.7,900.0,37482.0,14.6,10.7,198.0,80.0,141.0,0.9,6.1,12.75
1.0,Cucumber,Pickling,2023-10-21,2023-12-25,65.0,,,,,,,10.0,6.7,199.0,47.0,138.0,5.3,,8.85
5.0,Tomato,Cherry,2023-07-16,2023-10-01,77.0,27.2,23.5,30.3,72.0,731.0,39257.0,15.6,6.3,177.0,90.0,243.0,0.7,6.9,22.54
2.0,Pepper,Jalapeno,2023-11-04,2024-01-20,77.0,24.4,21.3,26.7,64.6,714.0,26679.0,10.0,4.7,,,,0.9,6.5,15.34
1.0,Cucumber,Pickling,2023-06-08,2023-08-12,65.0,,,,,,,15.9,11.6,123.0,77.0,196.0,4.3,6.1,7.87
5.0,Cucumber,Pickling,2023-03-30,2023-05-27,58.0,23.3,20.6,25.8,79.6,927.0,33509.0,12.6,4.2,181.0,68.0,197.0,4.7,6.2,16.45
3.0,Cucumber,English,2023-12-16,2024-02-24,70.0,26.4,25.1,28.8,69.5,853.0,13047.0,10.0,8.6,155.0,58.0,153.0,4.8,5.7,4.21
2.0,Tomato,Beefsteak,2023-07-08,2023-09-10,64.0,26.4,25.2,27.6,86.6,769.0,56075.0,15.8,5.6,187.0,61.0,192.0,1.6,5.6,24.62
5.0,Pepper,Jalapeno,2023-12-27,2024-03-26,90.0,25.0,23.4,26.3,67.6,862.0,26926.0,10.0,5.8,198.0,49.0,169.0,0.7,5.6,10.49
1.0,Tomato,Heirloom,2023-07-12,2023-10-04,84.0,22.3,21.1,24.0,91.5,559.0,46636.0,15.7,9.9,206.0,66.0,152.0,0.6,5.8,15.98
2.0,Cucumber,English,2023-06-28,2023-08-29,62.0,20.7,18.6,23.0,78.9,913.0,39229.0,16.0,4.5,148.0,53.0,168.0,2.1,7.0,13.74
3.0,Tomato,Cherry,2023-04-09,2023-06-22,74.0,23.0,21.5,26.1,68.3,,32633.0,13.3,7.8,192.0,82.0,162.0,1.2,5.4,20.41
3.0,Pepper,Bell,2023-09-27,2023-12-22,86.0,26.6,24.5,28.9,66.0,830.0,24012.0,11.5,7.9,143.0,81.0,129.0,2.6,6.4,5.86
2.0,Lettuce,Romaine,2023-09-19,2023-11-03,45.0,16.7,15.2,18.6,70.7,794.0,25631.0,12.0,4.6,119.0,47.0,134.0,1.6,5.6,7.28
1.0,Cucumber,English,2023-02-03,2023-03-29,54.0,20.6,18.3,23.2,69.4,742.0,27317.0,10.0,5.6,150.0,79.0,180.0,0.1,6.0,13.09
5.0,Tomato,Heirloom,2023-03-04,2023-05-17,74.0,24.1,20.7,26.7,70.6,917.0,35052.0,10.8,9.3,242.0,114.0,200.0,0.0,6.7,18.02
4.0,Cucumber,English,2023-02-08,2023-04-05,56.0,27.2,25.4,28.9,73.5,810.0,26991.0,10.0,4.9,159.0,44.0,195.0,2.2,6.0,13.0
5.0,Lettuce,Iceberg,2023-07-30,2023-09-18,50.0,15.8,12.9,18.6,60.8,733.0,39567.0,15.1,6.3,118.0,37.0,82.0,2.6,5.4,7.93
2.0,Cucumber,English,2023-06-10,2023-08-19,70.0,21.4,19.1,24.3,73.0,1045.0,38517.0,15.9,8.3,134.0,42.0,183.0,0.8,6.9,11.06
2.0,Tomato,Roma,2023-03-12,2023-06-04,84.0,25.6,24.5,27.8,75.3,884.0,31503.0,11.4,5.4,225.0,87.0,215.0,0.9,,25.39
3.0,Lettuce,Butterhead,2023-03-01,2023-04-01,31.0,17.2,15.7,19.5,71.9,860.0,33738.0,10.6,5.8,97.0,33.0,125.0,0.4,6.0,11.03
1.0,Tomato,Roma,2023-12-19,2024-03-09,81.0,26.6,23.0,28.5,55.1,982.0,22810.0,10.0,6.6,196.0,114.0,191.0,0.4,6.9,15.29
2.0,Tomato,Heirloom,2023-12-08,2024-02-08,62.0,23.7,21.2,26.5,87.9,843.0,20836.0,10.0,7.3,153.0,106.0,216.0,2.3,6.2,16.64
2.0,Lettuce,Leaf,2023-07-13,2023-08-25,43.0,18.3,16.6,19.6,74.4,787.0,36715.0,15.7,3.8,112.0,56.0,106.0,4.3,5.6,9.25
4.0,Cucumber,Slicing,2023-04-22,2023-06-23,62.0,20.0,16.2,23.1,76.9,841.0,35243.0,14.1,5.0,156.0,60.0,180.0,5.0,7.2,13.95
4.0,Cucumber,Pickling,2023-05-02,2023-07-01,60.0,20.2,18.0,22.3,83.8,480.0,44274.0,14.6,5.5,156.0,75.0,194.0,2.4,7.5,16.17
4.0,Cucumber,Pickling,2023-06-24,2023-08-19,56.0,23.2,21.4,24.4,91.9,705.0,44901.0,16.0,7.3,104.0,49.0,153.0,1.7,6.7,12.09
2.0,Lettuce,Romaine,2023-02-04,2023-03-20,44.0,17.9,16.2,20.1,64.6,759.0,32572.0,10.0,6.4,133.0,48.0,128.0,3.0,6.5,10.8
2.0,Tomato,Heirloom,2023-09-14,2023-11-21,68.0,23.7,22.2,25.1,77.9,756.0,34236.0,12.4,9.9,249.0,108.0,162.0,2.0,6.3,14.92
3.0,Pepper,Habanero,2023-05-15,2023-08-12,89.0,25.4,23.9,27.1,77.7,719.0,29507.0,15.2,8.1,152.0,56.0,182.0,2.6,7.1,7.99
1.0,Tomato,Heirloom,2023-05-05,2023-07-10,66.0,27.1,25.7,28.8,73.6,974.0,28943.0,14.8,7.2,241.0,77.0,176.0,5.0,6.8,14.88
1.0,Lettuce,Romaine,2023-03-05,2023-04-10,36.0,17.8,16.6,19.0,75.6,904.0,27299.0,10.9,5.3,134.0,60.0,92.0,1.4,6.6,10.31
2.0,Cucumber,Pickling,2023-10-20,2023-12-25,66.0,28.6,27.3,30.9,81.1,808.0,29455.0,10.0,11.5,142.0,88.0,172.0,3.3,7.1,9.6
4.0,Tomato,Roma,2023-04-03,2023-06-20,78.0,27.7,25.9,29.0,77.2,903.0,27135.0,12.9,7.0,226.0,120.0,155.0,1.6,6.7,17.06
1.0,Lettuce,Leaf,2023-12-23,2024-02-05,44.0,13.3,11.5,15.2,78.3,632.0,19015.0,10.0,6.1,137.0,61.0,107.0,3.6,6.9,9.58
4.0,Lettuce,Romaine,2023-03-23,2023-04-22,30.0,18.0,15.5,20.9,69.1,1097.0,27721.0,12.1,4.3,131.0,49.0,147.0,0.0,6.3,7.3
2.0,Pepper,Jalapeno,2023-01-11,2023-04-12,91.0,25.4,22.5,27.4,66.3,522.0,9462.0,10.0,6.0,181.0,74.0,186.0,0.7,6.5,8.17
3.0,Pepper,Habanero,2023-02-11,2023-05-02,80.0,24.8,23.4,26.4,76.3,907.0,15233.0,10.0,6.7,153.0,85.0,146.0,0.7,6.8,10.26
3.0,Tomato,Roma,2023-05-06,2023-07-07,62.0,23.9,21.4,26.3,74.0,926.0,42072.0,14.8,5.4,158.0,87.0,194.0,1.8,6.5,23.33
2.0,Cucumber,English,2023-07-09,2023-08-31,53.0,21.9,20.1,23.6,73.6,888.0,25665.0,15.8,3.3,192.0,56.0,183.0,2.3,6.8,12.69
4.0,Tomato,Cherry,2023-03-13,2023-05-12,60.0,26.2,24.8,28.0,61.4,812.0,24648.0,11.5,9.2,245.0,67.0,184.0,3.3,6.8,14.73
4.0,Tomato,Roma,2023-06-25,2023-08-29,65.0,27.3,25.7,28.3,78.6,787.0,29780.0,16.0,5.8,243.0,73.0,202.0,1.4,6.6,25.2
3.0,Lettuce,Leaf,2023-04-18,2023-06-03,46.0,18.8,17.4,20.3,85.9,765.0,25710.0,13.9,4.1,128.0,68.0,98.0,1.6,5.9,5.56
5.0,Lettuce,Butterhead,2023-12-18,2024-01-25,38.0,15.7,13.6,16.7,73.3,726.0,17122.0,10.0,4.8,,,,3.7,6.3,6.9
5.0,Cucumber,Pickling,2023-10-23,2023-12-25,63.0,25.3,23.3,28.1,75.0,987.0,28811.0,10.0,10.2,178.0,79.0,181.0,2.3,6.5,7.75
2.0,Pepper,Bell,2023-03-27,2023-06-13,78.0,26.1,24.5,27.1,69.2,681.0,32101.0,12.4,7.2,142.0,67.0,194.0,1.5,6.9,6.89
4.0,Tomato,Beefsteak,2023-12-07,2024-02-17,72.0,28.5,26.5,30.1,72.0,790.0,34831.0,10.0,8.1,,,,0.0,6.6,14.41
5.0,Tomato,Cherry,2023-07-25,2023-09-27,64.0,25.8,24.7,26.9,73.0,859.0,39133.0,15.3,9.6,245.0,58.0,153.0,3.7,7.2,17.01
5.0,Cucumber,English,2023-01-17,2023-03-16,58.0,27.0,25.3,28.7,87.2,631.0,19844.0,10.0,11.1,200.0,52.0,153.0,0.3,6.3,7.45
3.0,Tomato,Cherry,2023-04-27,2023-07-03,67.0,23.3,21.6,25.8,69.7,795.0,35955.0,14.4,7.4,171.0,70.0,235.0,4.3,6.1,14.76
3.0,Tomato,Heirloom,2023-02-25,2023-04-30,64.0,28.8,27.3,30.3,70.0,762.0,29383.0,10.4,11.8,166.0,69.0,160.0,3.8,7.0,8.82
5.0,Pepper,Jalapeno,2023-03-25,2023-07-01,98.0,23.4,22.1,24.7,78.6,791.0,24649.0,12.3,6.3,182.0,75.0,180.0,0.4,5.8,11.87
5.0,Pepper,Jalapeno,2023-10-03,2024-01-06,95.0,25.1,24.0,26.5,66.3,566.0,26753.0,11.1,10.2,172.0,49.0,147.0,1.9,6.7,8.99
4.0,Lettuce,Leaf,2023-02-22,2023-03-30,36.0,,,,,,,10.2,5.0,150.0,37.0,108.0,3.7,6.9,6.64
2.0,Cucumber,English,2023-09-28,2023-12-02,65.0,26.1,23.8,28.1,80.4,978.0,33467.0,11.4,7.9,166.0,53.0,153.0,1.4,6.9,13.97
3.0,Cucumber,English,2023-12-07,2024-02-14,69.0,17.8,16.7,19.4,95.1,863.0,15393.0,10.0,7.0,156.0,42.0,162.0,3.4,5.9,8.44
4.0,Cucumber,English,2023-01-15,2023-03-10,54.0,23.4,21.4,24.7,69.4,832.0,19637.0,10.0,7.5,141.0,81.0,181.0,5.6,7.5,11.35
3.0,Tomato,Roma,2023-04-03,2023-06-23,81.0,,,,,,,12.9,10.5,,,,2.0,7.2,17.92
1.0,Cucumber,English,2023-01-01,2023-03-05,63.0,,,,,,,10.0,5.5,145.0,59.0,130.0,2.4,5.7,12.63
4.0,Cucumber,Slicing,2023-06-02,2023-07-22,50.0,20.3,18.3,22.3,82.9,881.0,40242.0,15.8,8.0,,,,1.2,7.4,11.36
3.0,Cucumber,Pickling,2023-08-27,2023-10-30,64.0,23.7,22.2,26.6,91.8,724.0,32046.0,13.6,4.3,164.0,61.0,193.0,1.4,5.4,14.51
5.0,Cucumber,Slicing,2023-07-15,2023-09-21,68.0,25.2,23.6,26.9,86.5,995.0,35834.0,15.6,9.3,121.0,66.0,165.0,1.1,6.3,11.47
3.0,Tomato,Roma,2023-04-13,2023-06-18,66.0,24.8,23.7,26.3,84.0,626.0,36286.0,13.5,10.1,193.0,114.0,153.0,0.0,,16.29
4.0,Cucumber,English,2023-02-27,2023-04-24,56.0,20.6,18.8,22.4,86.7,636.0,26043.0,10.5,2.8,152.0,52.0,165.0,1.6,7.3,12.57
2.0,Tomato,Roma,2023-01-30,2023-04-16,76.0,25.1,23.5,27.3,86.1,846.0,24624.0,10.0,6.0,175.0,91.0,218.0,2.7,5.9,16.48
5.0,Tomato,Heirloom,2023-01-17,2023-03-20,62.0,25.5,23.6,27.4,67.8,632.0,22765.0,10.0,5.9,222.0,117.0,172.0,0.6,6.3,25.35
4.0,Cucumber,Pickling,2023-11-29,2024-02-07,70.0,20.7,18.3,22.9,82.8,861.0,20342.0,10.0,3.9,195.0,57.0,195.0,0.7,6.0,14.38
2.0,Tomato,Roma,2023-11-30,2024-02-13,75.0,24.1,22.5,25.5,59.8,719.0,12013.0,10.0,7.5,,,,3.8,5.9,16.01
5.0,Cucumber,English,2023-12-17,2024-02-20,65.0,24.6,23.2,26.5,70.9,911.0,24949.0,10.0,10.7,169.0,88.0,145.0,0.3,6.8,12.32
1.0,Tomato,Cherry,2023-05-03,2023-07-19,77.0,23.2,21.5,24.3,75.5,896.0,47232.0,14.7,7.3,201.0,50.0,176.0,0.5,8.0,21.14
1.0,Cucumber,English,2023-04-22,2023-06-27,66.0,26.0,24.6,27.5,90.4,526.0,34747.0,14.1,6.5,113.0,89.0,197.0,1.3,6.2,13.8
1.0,Tomato,Heirloom,2023-10-29,2024-01-06,69.0,21.5,20.2,23.1,69.6,841.0,22319.0,10.0,4.8,,,,4.0,6.6,13.52
5.0,Pepper,Bell,2023-03-05,2023-06-05,92.0,28.1,26.1,30.3,65.5,830.0,30870.0,10.9,9.6,171.0,77.0,173.0,2.3,5.9,8.05
4.0,Tomato,Roma,2023-09-18,2023-12-16,89.0,24.3,22.0,25.4,78.5,799.0,28203.0,12.1,6.7,229.0,110.0,152.0,3.5,6.0,16.8
4.0,Tomato,Heirloom,2023-06-05,2023-08-21,77.0,25.4,23.7,26.5,72.2,902.0,41627.0,15.9,8.0,161.0,79.0,239.0,0.7,7.2,16.06
2.0,Pepper,Jalapeno,2023-07-17,2023-10-09,84.0,26.2,24.8,27.7,61.8,920.0,42349.0,15.6,7.5,147.0,82.0,138.0,0.3,5.0,8.76
5.0,Lettuce,Leaf,2023-09-25,2023-11-02,38.0,,,,,,,11.6,6.6,145.0,35.0,145.0,1.1,8.0,5.24
3.0,Pepper,Jalapeno,2023-09-20,2023-12-04,75.0,25.1,23.7,26.1,71.3,572.0,37422.0,12.0,5.7,134.0,59.0,131.0,2.5,,13.46
3.0,Cucumber,English,2023-08-21,2023-10-28,68.0,22.9,20.0,25.6,92.0,614.0,32364.0,13.9,9.1,149.0,71.0,167.0,2.7,6.7,9.08
3.0,Cucumber,Pickling,2023-10-18,2023-12-23,66.0,27.2,25.0,28.4,69.5,680.0,25236.0,10.1,9.5,190.0,90.0,185.0,0.0,6.0,4.83
3.0,Cucumber,Slicing,2023-06-09,2023-08-06,58.0,23.4,21.9,25.4,78.8,518.0,35800.0,15.9,4.5,146.0,70.0,144.0,4.5,7.0,13.4
1.0,Tomato,Heirloom,2023-03-03,2023-05-17,75.0,26.2,23.9,27.3,72.6,700.0,24491.0,10.8,4.7,178.0,99.0,180.0,2.2,6.3,21.84
3.0,Lettuce,Leaf,2023-01-27,2023-03-16,48.0,16.7,15.3,18.5,67.7,645.0,32508.0,10.0,5.6,141.0,42.0,121.0,3.8,6.9,8.28
4.0,Tomato,Beefsteak,2023-12-01,2024-02-11,72.0,23.0,20.8,24.5,80.6,572.0,31552.0,10.0,7.7,230.0,102.0,229.0,2.7,5.7,13.83
5.0,Lettuce,Romaine,2023-11-24,2024-01-03,40.0,16.2,13.5,18.4,81.7,1109.0,22286.0,10.0,3.9,119.0,58.0,119.0,3.6,6.8,11.73
3.0,Tomato,Beefsteak,2023-12-07,2024-03-05,89.0,26.0,24.4,28.0,71.3,896.0,22483.0,10.0,10.4,173.0,100.0,229.0,0.7,7.5,15.8
3.0,Cucumber,English,2023-08-27,2023-10-25,59.0,23.5,21.8,24.5,84.7,1059.0,38117.0,13.6,6.3,184.0,60.0,199.0,1.1,6.7,14.29
3.0,Lettuce,Iceberg,2023-10-18,2023-11-30,43.0,17.4,16.1,19.5,76.7,795.0,30847.0,10.1,6.5,141.0,36.0,84.0,1.8,5.8,6.86
1.0,Tomato,Heirloom,2023-05-10,2023-07-29,80.0,27.1,24.2,28.7,71.3,953.0,35109.0,15.0,7.6,198.0,68.0,183.0,0.3,6.8,18.27
2.0,Tomato,Roma,2023-10-05,2023-12-24,80.0,27.4,26.2,29.6,72.9,842.0,21524.0,10.9,11.2,218.0,107.0,162.0,2.2,6.3,7.8
4.0,Cucumber,English,2023-04-19,2023-06-10,52.0,25.1,23.7,26.6,88.5,468.0,32363.0,13.9,8.4,142.0,94.0,179.0,2.7,6.2,10.2
3.0,Tomato,Cherry,2023-07-31,2023-10-14,75.0,22.2,19.7,25.1,70.2,770.0,31046.0,15.1,5.7,208.0,88.0,221.0,0.2,,15.72
5.0,Tomato,Roma,2023-07-04,2023-09-04,62.0,24.9,22.1,26.3,76.2,849.0,41926.0,15.9,5.3,195.0,87.0,235.0,4.4,6.6,18.42
4.0,Tomato,Roma,2023-07-24,2023-10-22,90.0,22.6,20.8,24.8,67.7,889.0,32783.0,15.3,7.1,169.0,89.0,224.0,2.5,7.2,17.8
5.0,Lettuce,Leaf,2023-12-20,2024-01-23,34.0,20.1,18.7,22.0,78.4,949.0,13391.0,10.0,5.1,100.0,36.0,142.0,1.8,6.7,7.77
1.0,Tomato,Roma,2023-01-30,2023-04-10,70.0,24.6,23.0,27.2,77.1,584.0,14615.0,10.0,5.5,,,,0.9,7.1,16.79
4.0,Tomato,Roma,2023-01-12,2023-04-06,84.0,28.7,26.8,31.9,81.7,685.0,27058.0,10.0,5.4,196.0,74.0,198.0,1.1,6.4,22.03
1.0,Pepper,Bell,2023-07-22,2023-10-14,84.0,,,,,,,15.4,7.5,,,,0.6,6.3,12.19
1.0,Cucumber,English,2023-11-20,2024-01-19,60.0,22.6,21.1,24.3,76.6,698.0,16288.0,10.0,7.8,189.0,80.0,160.0,0.6,7.0,7.45
4.0,Tomato,Roma,2023-04-09,2023-06-18,70.0,23.2,20.8,25.6,85.5,925.0,38230.0,13.3,7.8,225.0,96.0,169.0,5.0,6.8,15.75
5.0,Tomato,Roma,2023-10-25,2024-01-23,90.0,26.5,24.4,28.1,68.0,922.0,24273.0,10.0,5.0,155.0,95.0,227.0,2.0,6.3,14.6
2.0,Tomato,Heirloom,2023-09-11,2023-11-17,67.0,25.4,24.0,28.4,76.4,702.0,34015.0,12.6,7.3,214.0,95.0,174.0,2.0,6.2,17.06
5.0,Pepper,Habanero,2023-07-09,2023-10-14,97.0,27.2,25.8,29.2,61.3,966.0,38154.0,15.8,6.1,148.0,88.0,190.0,2.9,6.8,13.14
5.0,Tomato,Cherry,2023-03-12,2023-05-20,69.0,23.7,22.6,25.0,75.9,1189.0,30625.0,11.4,5.8,226.0,107.0,217.0,1.9,,24.11
4.0,Pepper,Habanero,2023-10-05,2023-12-16,72.0,26.7,25.4,28.1,70.0,943.0,20535.0,10.9,9.3,153.0,85.0,188.0,2.8,6.5,4.53
3.0,Cucumber,English,2023-10-30,2023-12-26,57.0,24.1,23.0,25.4,66.5,904.0,22188.0,10.0,8.1,118.0,67.0,188.0,0.0,6.3,10.43
4.0,Tomato,Beefsteak,2023-07-18,2023-09-26,70.0,24.6,23.4,26.1,71.0,978.0,37293.0,15.6,7.9,243.0,61.0,221.0,0.3,7.5,20.42
5.0,Cucumber,English,2023-06-09,2023-08-18,70.0,27.0,25.5,29.0,84.3,666.0,41264.0,15.9,8.8,134.0,77.0,125.0,3.3,6.3,8.78
2.0,Cucumber,Slicing,2023-02-25,2023-05-05,69.0,21.4,20.1,22.8,85.2,666.0,28391.0,10.4,3.4,116.0,99.0,184.0,0.4,6.9,10.55
3.0,Tomato,Beefsteak,2023-11-21,2024-01-22,62.0,23.5,22.4,24.7,73.5,992.0,14339.0,10.0,7.0,179.0,92.0,175.0,1.9,6.7,12.83
4.0,Lettuce,Iceberg,2023-02-22,2023-03-29,35.0,16.4,14.7,18.1,58.2,578.0,25667.0,10.2,4.8,120.0,54.0,134.0,0.7,6.3,9.7
5.0,Cucumber,Slicing,2023-09-18,2023-11-11,54.0,27.3,25.5,28.6,87.1,783.0,29350.0,12.1,4.4,129.0,98.0,190.0,0.5,6.1,14.11
4.0,Pepper,Habanero,2023-09-25,2023-12-08,74.0,26.5,25.3,27.6,66.3,490.0,26769.0,11.6,11.6,179.0,85.0,181.0,0.5,,7.89
3.0,Lettuce,Romaine,2023-10-10,2023-11-16,37.0,16.8,15.1,18.1,62.1,905.0,25484.0,10.7,3.9,143.0,41.0,107.0,0.4,6.2,4.96
1.0,Tomato,Cherry,2023-05-21,2023-08-16,87.0,23.5,22.0,25.2,81.5,643.0,36083.0,15.5,4.2,242.0,54.0,156.0,5.6,7.0,19.05
2.0,Pepper,Jalapeno,2023-05-20,2023-08-08,80.0,26.1,23.7,28.0,70.7,834.0,39690.0,15.4,8.1,186.0,41.0,189.0,0.0,5.7,12.11
3.0,Tomato,Cherry,2023-10-02,2023-12-10,69.0,24.6,22.6,27.6,79.7,812.0,31961.0,11.1,6.4,222.0,72.0,190.0,2.6,5.9,18.57
5.0,Cucumber,English,2023-12-03,2024-01-25,53.0,25.4,23.6,27.6,78.7,895.0,15320.0,10.0,11.1,,,,2.7,5.1,7.3
4.0,Lettuce,Romaine,2023-09-12,2023-10-25,43.0,18.0,15.7,20.9,65.7,1003.0,28885.0,12.5,6.7,97.0,50.0,82.0,2.2,7.5,8.01
5.0,Tomato,Heirloom,2023-03-11,2023-05-30,80.0,24.3,22.0,26.6,65.3,908.0,25781.0,11.3,6.7,229.0,78.0,192.0,1.2,6.7,22.24
1.0,Cucumber,Pickling,2023-01-17,2023-03-26,68.0,19.4,18.3,21.0,86.3,856.0,23532.0,10.0,6.0,,,,1.2,6.7,11.38
4.0,Cucumber,Pickling,2023-07-17,2023-09-21,66.0,26.5,24.2,27.7,70.4,833.0,32629.0,15.6,6.5,160.0,72.0,177.0,3.5,6.6,13.7
1.0,Tomato,Cherry,2023-12-17,2024-03-03,77.0,24.7,23.2,26.3,78.3,685.0,10719.0,10.0,8.0,229.0,83.0,182.0,0.9,7.2,15.54
1.0,Pepper,Jalapeno,2023-12-06,2024-02-19,75.0,24.7,23.5,26.4,67.4,788.0,30324.0,10.0,7.8,179.0,82.0,192.0,2.0,6.9,10.47
1.0,Cucumber,English,2023-03-27,2023-05-17,51.0,25.0,21.8,27.0,90.5,657.0,21802.0,12.4,6.2,135.0,88.0,177.0,3.4,7.4,8.61
4.0,Tomato,Beefsteak,2023-08-10,2023-10-30,81.0,24.1,22.8,25.6,82.6,1005.0,40550.0,14.6,7.9,177.0,83.0,217.0,0.0,5.9,14.48
4.0,Lettuce,Butterhead,2023-02-25,2023-04-07,41.0,18.3,16.5,19.5,62.4,1048.0,15853.0,10.4,9.1,124.0,65.0,114.0,0.1,6.2,2.19
3.0,Tomato,Heirloom,2023-03-01,2023-05-12,72.0,25.7,24.0,29.0,93.9,846.0,33442.0,10.6,7.3,249.0,88.0,177.0,2.5,6.7,14.36
3.0,Tomato,Heirloom,2023-08-23,2023-11-03,72.0,25.7,23.1,28.9,76.8,694.0,38819.0,13.8,7.0,187.0,62.0,244.0,4.9,7.1,17.51
1.0,Tomato,Roma,2023-12-12,2024-03-04,83.0,25.7,24.7,26.7,77.3,970.0,24046.0,10.0,7.3,249.0,79.0,189.0,0.5,7.4,17.59
4.0,Tomato,Beefsteak,2023-02-22,2023-05-22,89.0,22.8,21.6,26.2,89.2,788.0,22750.0,10.2,3.5,237.0,99.0,227.0,2.8,6.7,18.01
1.0,Pepper,Habanero,2023-07-21,2023-10-26,97.0,26.1,24.5,27.8,55.4,699.0,42892.0,15.5,10.1,183.0,44.0,166.0,2.1,5.8,8.44
1.0,Tomato,Beefsteak,2023-09-19,2023-12-16,88.0,24.2,22.9,26.7,69.3,956.0,30732.0,12.0,7.2,,,,1.5,6.2,17.93
2.0,Tomato,Cherry,2023-08-01,2023-10-06,66.0,27.5,25.7,29.0,66.0,638.0,31086.0,15.0,10.9,191.0,74.0,161.0,3.0,7.5,10.85
5.0,Cucumber,Pickling,2023-07-29,2023-09-21,54.0,23.9,22.8,25.1,92.5,625.0,35526.0,15.1,6.3,102.0,88.0,190.0,2.1,5.8,10.01
2.0,Tomato,Heirloom,2023-11-19,2024-02-17,90.0,23.9,21.2,25.5,69.4,610.0,23246.0,10.0,6.5,221.0,67.0,242.0,1.5,6.1,19.88
4.0,Pepper,Bell,2023-09-23,2023-12-16,84.0,24.3,22.9,25.5,90.2,665.0,26369.0,11.8,9.7,198.0,45.0,133.0,,6.2,9.48
2.0,Cucumber,Slicing,2023-06-29,2023-08-19,51.0,24.0,22.8,25.8,88.0,696.0,32227.0,16.0,6.6,124.0,42.0,163.0,1.8,7.1,9.58
1.0,Pepper,Habanero,2023-07-07,2023-10-10,95.0,25.3,22.7,28.1,52.0,849.0,40385.0,15.8,8.4,131.0,85.0,197.0,1.3,7.3,7.79
1.0,Tomato,Heirloom,2023-06-03,2023-08-16,75.0,25.8,23.5,28.3,79.2,1009.0,25400.0,15.6,6.5,188.0,51.0,232.0,2.0,6.5,16.23
5.0,Lettuce,Butterhead,2023-06-10,2023-07-14,34.0,13.8,10.5,16.7,72.2,797.0,40333.0,15.9,7.2,82.0,49.0,148.0,4.4,7.1,2.11
5.0,Tomato,Cherry,2023-02-20,2023-04-23,62.0,22.3,20.9,23.6,63.1,821.0,30005.0,10.1,8.0,244.0,77.0,160.0,1.9,5.9,15.42
1.0,Pepper,Bell,2023-10-13,2024-01-18,97.0,24.7,21.7,27.7,71.1,869.0,28814.0,10.4,8.7,166.0,74.0,148.0,0.1,7.3,13.22
5.0,Tomato,Heirloom,2023-12-13,2024-02-24,73.0,27.3,25.1,28.6,71.2,902.0,22146.0,10.0,7.4,248.0,70.0,157.0,2.1,7.0,13.85
5.0,Tomato,Beefsteak,2023-05-25,2023-08-08,75.0,25.3,22.0,27.8,82.4,997.0,42535.0,15.6,9.7,239.0,89.0,240.0,2.8,6.8,17.49
